0,1,2,3,4,5
0,0.0,-0.324,0.527,0.375,0.173
0,-0.139,0.203,0.137,0.607,1.942
1,0.0,2.285,0.944,0.735,0.25
0,0.0,1.007,0.359,0.265,0.072
1,-0.375,1.08,0.845,2.161,0.279
1,1.315,0.621,1.436,0.584,0.199
0,0.101,-0.101,-0.232,1.505,0.972
1,0.0,1.357,0.901,0.779,0.204
1,0.991,1.324,1.637,0.752,-0.063
1,0.634,0.524,0.903,2.025,0.851
1,-0.49,1.787,2.187,0.932,0.598
0,-0.319,-0.527,2.484,0.825,0.266
0,-0.452,0.341,-0.289,0.884,-0.802
0,0.0,-0.485,1.527,2.441,0.563
0,0.0,-0.188,-0.545,2.221,0.708
0,0.301,0.463,0.896,1.811,1.21
0,-0.138,-0.206,-0.427,2.782,0.307
0,-0.092,0.265,-0.168,0.745,2.909
0,-0.287,-0.705,2.547,1.236,0.482
0,-0.088,0.326,0.224,0.583,3.061
0,-0.175,0.382,0.822,1.741,0.236
0,-0.117,-0.173,-0.414,2.87,0.885
0,0.503,0.252,0.495,1.598,1.95
1,1.783,1.072,1.236,0.985,0.52
1,-0.299,0.521,0.591,0.322,0.089
0,-0.407,1.513,0.56,1.501,1.509
1,-0.32,0.903,0.894,2.706,0.651
0,-0.853,1.574,0.424,0.353,0.078
0,-0.104,-0.174,-0.415,2.693,1.144
0,-0.212,0.575,1.145,1.267,0.383
1,-0.775,1.92,0.862,0.516,0.175
1,0.0,0.0,1.221,0.719,0.116
1,-0.935,2.162,0.6,0.785,0.211
0,-0.179,0.691,-0.265,1.383,3.041
1,-0.488,-0.618,-1.087,1.323,0.384
0,-0.996,2.585,1.499,0.851,0.147
1,-0.708,2.435,0.93,1.06,0.532
0,-0.366,-0.285,-0.576,3.124,0.67
0,-0.102,-0.18,0.622,1.975,1.989
0,-0.089,0.193,-0.302,1.627,0.958
0,0.091,-0.095,-0.249,1.435,1.49
0,0.134,0.225,0.593,2.295,1.495
0,0.544,-0.735,2.657,0.883,0.239
1,-0.302,-0.556,1.877,1.064,0.613
0,-0.077,-0.123,-0.347,1.773,1.472
0,0.0,-0.791,2.355,1.066,0.249
1,-0.879,2.278,0.979,0.597,0.103
0,0.184,0.309,0.917,2.695,0.674
0,-0.086,0.096,0.107,-0.265,3.163
0,-0.151,-0.351,1.393,2.197,0.593
0,-0.052,0.09,-0.091,0.363,2.063
0,-0.092,0.203,-0.3,1.612,1.012
0,-0.288,1.041,-0.536,2.536,0.977
1,0.0,0.71,0.948,0.426,0.124
1,-0.263,-0.545,2.092,1.331,0.857
0,1.378,0.381,-0.438,2.377,0.85
0,-0.166,-0.341,1.308,1.079,0.141
0,1.152,0.993,1.921,1.501,0.227
0,-0.228,0.833,1.276,2.192,1.004
0,-0.14,-0.24,-0.482,2.694,0.648
0,-0.129,0.191,-0.334,1.538,0.671
1,0.832,1.184,2.131,1.011,0.635
1,-0.305,0.462,0.519,0.452,0.102
0,-0.478,-0.263,0.656,0.381,0.109
1,0.0,1.918,0.581,1.131,0.235
0,0.741,0.715,0.585,1.892,1.239
1,0.0,0.899,2.461,0.589,0.239
0,1.47,0.465,-0.421,2.686,0.273
0,1.379,-0.385,-0.328,1.592,1.481
0,2.136,-0.574,0.353,0.284,0.066
0,-0.238,0.407,0.275,-0.324,3.054
0,0.068,-0.082,-0.191,1.094,1.807
1,-0.257,-0.547,2.558,0.79,1.383
1,-0.462,1.53,0.799,1.846,0.995
0,-0.721,0.738,0.427,0.443,0.091
0,-0.155,-0.252,-0.758,3.087,0.622
0,-0.066,-0.127,0.488,-0.241,3.892
0,0.0,0.347,1.135,1.824,0.567
0,-1.019,2.032,-1.064,0.719,0.12
1,0.714,-0.748,2.488,0.602,0.348
0,-0.367,0.798,1.93,0.694,0.363
1,0.0,1.219,0.345,0.74,0.121
1,-0.969,1.328,1.192,1.048,0.305
0,0.0,2.024,1.455,0.612,0.134
1,0.0,-0.399,0.953,0.786,0.285
1,0.0,2.122,0.913,0.811,0.271
1,0.449,0.733,2.038,0.5,0.428
1,0.845,0.684,0.645,2.242,0.504
1,0.922,0.351,0.314,0.312,0.14
0,-0.165,-0.351,1.561,1.654,1.735
0,1.201,1.818,0.426,0.311,0.12
0,0.065,0.078,-0.1,0.672,2.089
0,-0.154,-0.288,-0.618,3.228,0.477
0,-0.145,-0.166,-0.304,2.116,1.346
0,0.308,0.258,0.37,1.111,2.944
1,-0.452,1.114,1.724,1.382,0.396
0,-0.201,0.871,0.277,0.685,3.287
1,0.273,0.618,1.634,0.625,1.178
0,0.163,0.222,-0.381,2.311,1.607
0,-0.269,0.691,1.493,2.673,0.518
0,-0.41,0.195,-0.318,1.96,1.041
1,0.347,-0.533,1.977,1.279,0.826
1,0.0,1.026,0.683,0.861,0.258
0,0.0,0.634,1.368,0.598,0.128
0,0.111,-0.091,-0.182,0.774,0.976
0,-0.066,0.235,0.301,1.169,2.055
0,-0.06,-0.095,0.376,0.875,2.163
1,0.0,0.776,0.508,0.698,0.178
1,0.0,0.0,1.375,0.671,0.121
0,-0.26,0.917,-0.363,1.809,2.309
1,0.682,0.937,1.946,0.583,0.353
0,-0.377,1.195,-0.41,2.609,0.954
0,0.135,0.14,0.181,0.99,1.947
0,-0.125,-0.31,1.285,0.753,2.848
0,-0.291,0.734,0.932,1.734,0.257
0,0.423,0.758,0.575,2.072,1.545
1,-0.7,2.144,1.123,1.146,0.586
0,0.617,0.422,-0.424,2.844,1.007
0,-0.229,0.516,1.168,1.803,0.403
0,0.0,-0.564,1.96,1.051,0.142
1,-0.357,1.48,1.105,1.963,0.819
1,1.311,1.012,1.464,1.17,0.561
0,-0.243,0.624,-0.282,1.116,0.072
1,0.944,0.453,0.252,0.635,0.106
0,0.246,0.295,0.658,2.523,0.583
1,-0.338,1.431,1.607,1.796,0.584
1,1.487,1.14,2.163,0.523,0.294
0,0.0,1.762,1.294,0.807,0.119
0,-0.086,-0.136,-0.327,1.558,-0.982
1,-1.012,1.698,0.685,0.734,0.436
1,0.0,0.482,0.269,0.374,0.16
1,0.0,1.09,0.517,0.412,0.108
0,0.0,1.203,1.21,0.593,0.261
0,-0.3,0.426,-0.676,2.585,0.771
0,-0.152,-0.373,1.363,1.18,0.195
0,-0.085,-0.125,-0.342,1.81,1.404
0,-0.395,0.351,-0.328,1.63,0.847
1,0.0,0.635,0.892,0.402,0.123
1,1.196,0.669,1.722,1.316,0.604
0,0.0,2.181,0.697,0.611,0.088
0,-0.202,0.386,0.828,1.727,0.366
0,0.081,0.096,0.238,0.866,1.139
0,0.341,0.475,0.573,0.561,2.558
0,0.0,-0.545,2.206,1.513,0.456
1,0.462,-0.691,2.966,0.66,0.399
1,1.311,-0.632,0.718,0.411,0.103
0,1.064,0.904,0.397,0.547,0.239
0,0.0,0.928,2.265,0.896,0.175
0,0.429,-0.789,2.406,1.025,0.4
1,0.0,0.842,0.887,0.883,0.287
1,0.86,0.602,1.326,2.371,0.709
0,0.075,-0.082,0.311,0.794,2.329
0,-0.285,1.071,1.189,1.221,1.945
0,-0.081,0.133,-0.232,1.396,1.52
0,0.342,0.252,-0.486,2.259,1.065
0,-0.103,0.122,0.154,-0.277,3.104
0,-0.06,0.135,0.12,-0.254,2.898
0,0.221,-0.217,0.783,0.98,2.299
0,-0.159,-0.343,-0.606,3.66,0.412
1,0.0,1.897,1.145,0.717,0.136
0,0.06,0.089,-0.131,0.581,2.942
1,-0.699,1.768,-0.855,0.809,0.278
0,0.0,0.544,0.643,0.395,0.191
0,-0.12,0.34,-0.395,1.749,0.23
0,-0.235,0.437,0.462,1.252,2.203
0,-0.24,0.789,1.476,2.58,0.481
0,-0.102,0.231,-0.279,1.436,1.956
0,-0.186,-0.29,-0.664,3.087,0.528
0,-0.229,-0.548,1.935,1.141,0.207
0,0.0,-0.428,0.364,0.245,0.056
1,0.545,-0.68,2.17,0.679,0.242
0,0.071,-0.078,0.181,-0.271,3.53
0,-0.052,0.096,0.316,0.598,3.22
0,0.045,-0.052,-0.09,0.351,2.302
1,0.989,-0.591,1.927,0.816,0.978
0,0.073,-0.071,-0.177,1.123,1.776
0,0.0,1.478,0.508,0.335,0.098
0,0.0,-0.1,-0.28,1.55,1.619
0,-0.433,-0.702,2.573,1.208,0.323
1,0.0,0.87,0.879,0.445,0.109
0,-0.212,-0.44,1.583,2.446,0.541
0,0.154,-0.24,0.883,1.911,2.084
0,-0.067,0.117,0.181,0.656,3.133
0,-0.286,-0.246,-0.415,2.591,1.301
0,-0.233,0.253,-0.487,2.628,0.719
0,-0.161,-0.445,2.079,0.531,2.045
0,0.064,0.077,-0.158,-0.331,3.542
0,0.0,-1.581,-1.189,-0.477,-0.083
1,0.0,1.812,-0.636,-0.39,-0.095
0,0.0,-0.672,2.467,1.029,0.148
0,0.504,0.568,-0.347,2.23,1.706
0,-0.608,1.773,1.302,0.796,0.428
1,1.024,1.019,1.751,1.113,0.49
1,0.0,2.097,1.712,1.391,0.285
0,-0.671,1.873,1.339,0.686,0.227
0,0.068,-0.072,-0.152,1.091,1.515
0,-0.17,-0.256,0.65,1.686,0.383
0,-0.561,2.008,0.812,0.49,0.657
0,0.653,0.695,1.94,2.158,0.524
1,0.367,0.699,1.234,2.821,0.785
0,-0.149,0.15,0.188,0.496,1.91
0,-0.667,1.949,0.851,0.825,0.155
0,-0.149,0.151,0.188,0.499,1.952
1,0.514,-0.554,3.044,0.676,0.396
1,1.322,0.912,0.294,0.693,0.098
1,0.0,1.17,0.779,0.947,0.143
0,-0.191,-0.165,0.629,2.136,1.126
0,0.129,-0.186,-0.541,2.274,0.53
0,-0.055,-0.077,-0.111,0.377,3.393
0,-0.097,-0.138,-0.284,2.195,1.928
0,0.332,-0.291,-0.525,3.459,0.635
0,-0.356,-0.307,-0.604,3.273,0.536
0,0.809,1.296,1.904,0.48,0.372
0,-0.282,-0.502,1.396,1.723,0.369
0,-0.426,-0.724,2.683,1.149,0.218
0,0.0,0.345,-0.731,2.466,0.523
0,-0.276,1.068,-0.33,1.805,2.342
0,-0.209,0.459,1.235,1.786,0.346
0,0.318,0.349,0.795,1.573,1.482
0,0.826,0.716,0.68,1.517,1.654
0,-0.05,0.147,0.192,0.476,2.521
0,-0.075,-0.154,0.337,1.38,1.312
1,2.015,1.317,1.335,0.45,0.518
1,0.0,-0.786,0.415,0.695,0.13
1,-0.157,-0.333,1.577,2.23,0.84
1,0.636,0.729,1.237,1.104,1.591
1,0.0,1.277,1.058,1.078,0.312
0,-0.108,-0.157,-0.356,2.256,1.203
1,0.4,-0.458,1.56,0.966,0.295
0,-0.358,-0.661,2.536,1.235,0.289
0,-0.165,-0.239,-0.592,3.435,0.531
0,0.0,0.308,0.847,2.011,0.441
0,-0.214,-0.53,1.673,1.214,-0.144
0,0.199,0.278,0.751,2.372,0.56
1,0.0,-0.736,0.398,0.689,0.122
0,-0.085,0.176,0.215,-0.234,2.287
0,-0.116,-0.175,-0.415,2.585,1.063
0,-0.234,0.51,1.35,0.346,2.982
0,-0.784,1.44,1.607,0.432,0.329
1,0.0,2.243,1.236,0.926,0.23
0,-0.149,-0.248,-0.677,2.938,0.475
1,-0.617,1.576,1.018,0.51,0.567
0,0.0,1.197,1.585,0.692,-0.102
0,-0.175,0.388,-0.613,3.053,0.561
0,-0.305,-0.563,1.599,0.926,0.094
1,1.318,0.732,1.274,0.722,0.234
0,-0.201,0.464,0.99,1.312,0.334
0,1.038,0.995,1.565,2.164,0.314
1,1.541,1.165,1.767,0.682,0.538
1,0.0,0.792,0.763,0.435,0.093
0,0.0,-0.638,2.493,1.136,0.231
1,1.277,0.476,1.215,1.392,0.961
1,-0.783,1.927,0.725,0.553,0.28
0,0.552,0.897,1.713,0.942,0.346
1,-0.172,-0.41,1.699,3.147,0.384
0,-0.337,-0.687,2.603,0.913,0.263
1,-1.145,1.911,0.758,0.342,-0.164
0,-0.35,1.128,1.476,0.571,0.117
0,0.0,1.093,1.622,0.662,0.172
0,0.275,0.319,-0.562,3.51,0.683
0,0.218,0.394,0.396,1.16,2.654
0,0.0,-0.242,-0.608,3.28,0.498
1,1.565,1.228,1.903,0.721,0.45
0,-0.055,-0.096,0.413,0.562,3.542
0,-0.404,-0.726,3.149,1.166,0.252
0,0.067,-0.08,0.341,0.735,2.581
1,-0.291,0.752,1.053,2.368,0.494
0,-0.126,0.256,-0.438,2.972,0.665
0,-0.21,0.72,0.852,1.063,2.51
0,-0.405,-0.753,2.7,1.085,0.283
0,-0.11,-0.2,-0.466,2.471,1.639
0,-0.393,-0.274,-0.56,3.127,0.635
0,1.596,0.853,0.409,0.302,0.151
0,0.723,-0.281,-0.377,2.168,1.723
1,1.457,1.125,0.212,0.543,0.189
0,-0.146,-0.223,-0.483,3.212,0.647
0,0.731,0.719,0.523,0.628,0.115
0,0.628,-0.623,2.217,1.148,0.339
1,1.999,1.247,1.338,0.592,0.449
0,-0.502,-0.432,1.334,1.858,0.666
0,0.338,-0.469,1.144,1.522,0.269
0,-0.653,2.268,1.334,0.545,0.796
1,0.683,1.204,1.601,0.596,0.557
0,-0.078,0.275,0.228,0.575,3.097
0,-0.314,1.452,0.701,2.076,1.104
0,-0.161,0.189,-0.337,2.268,0.981
0,0.98,0.617,-0.475,2.19,1.396
0,-0.347,1.06,2.354,0.795,0.536
0,-0.41,-0.763,2.468,1.136,0.277
0,-0.128,-0.266,1.436,0.36,2.956
0,-0.104,-0.168,-0.365,2.197,0.335
0,-0.391,-0.623,1.948,1.071,-0.109
0,0.984,1.274,1.708,0.437,0.338
1,0.854,0.861,1.659,1.352,0.892
0,0.0,0.275,0.424,1.439,0.425
0,-0.347,0.739,1.691,2.201,0.383
0,-0.061,-0.083,-0.128,-0.302,3.724
1,0.0,1.657,0.643,0.617,0.208
0,-0.056,-0.08,-0.213,1.073,1.232
0,0.0,0.802,1.097,2.561,0.436
1,-0.184,0.594,1.69,2.356,0.863
1,-0.607,1.471,1.496,1.666,0.298
0,-0.266,-0.615,1.834,1.392,0.221
0,-0.058,-0.093,-0.134,0.531,2.981
1,-0.198,-0.405,1.375,0.885,0.231
1,-0.825,-1.032,1.695,0.984,0.475
1,1.571,1.066,-0.247,0.421,0.242
0,0.693,1.298,1.899,0.487,0.347
0,0.058,0.106,0.155,0.625,2.64
0,-0.081,0.195,0.5,1.413,0.762
0,1.293,0.723,0.402,0.753,0.108
0,-0.246,0.913,-0.602,2.638,1.04
0,0.793,-0.191,-0.605,2.671,0.935
0,-0.182,-0.413,1.248,1.494,0.366
0,0.11,0.112,-0.128,0.882,2.158
0,0.169,-0.185,-0.383,2.737,0.363
1,0.674,1.668,0.665,0.515,0.132
0,0.0,0.134,-0.364,1.044,1.292
1,-0.972,1.886,0.62,0.7,0.326
0,-0.088,-0.156,-0.38,2.202,0.495
1,0.563,1.416,0.893,0.791,0.912
0,0.0,-0.461,1.624,1.272,0.226
0,0.121,0.112,-0.13,0.728,1.472
0,0.0,-0.113,-0.344,1.405,0.898
0,0.178,-0.182,-0.423,3.034,0.425
0,0.22,0.346,0.769,0.938,1.071
0,0.797,0.27,0.509,1.457,1.766
1,1.067,1.268,0.455,0.495,0.243
0,1.138,0.946,1.748,0.453,0.294
0,0.048,-0.059,-0.091,0.674,2.314
0,-0.919,2.092,0.498,0.303,0.113
0,-0.197,0.371,-0.418,2.524,1.909
0,0.0,0.754,1.72,1.262,0.194
1,0.0,0.749,0.828,0.509,0.117
1,-0.639,1.066,1.54,0.953,0.31
0,0.466,-0.34,0.828,1.242,0.385
0,-0.103,-0.151,-0.371,1.69,0.808
0,-0.371,1.461,0.845,0.349,2.513
0,0.165,0.227,-0.44,2.545,1.254
0,0.0,0.498,1.101,1.58,0.211
1,-0.267,-0.318,1.535,1.215,0.695
0,-0.331,1.353,0.543,2.548,0.749
0,0.059,0.1,0.131,0.404,2.602
0,0.985,1.837,0.507,0.394,0.13
0,1.571,0.931,0.337,0.269,0.069
0,0.59,0.538,0.843,2.862,0.785
0,0.533,0.243,0.363,0.78,2.544
1,-0.379,0.786,2.289,1.076,0.889
0,1.433,0.607,1.015,2.007,0.254
0,0.0,-0.215,-0.532,2.254,0.68
1,-0.88,1.221,0.73,0.742,0.316
1,-0.451,1.137,1.688,1.401,0.393
0,-0.455,0.694,1.613,1.25,0.39
0,0.0,0.7,0.828,3.048,0.369
1,-0.558,0.825,0.906,0.468,0.106
1,-0.667,1.548,0.81,0.496,0.582
0,-0.534,1.773,0.782,0.549,0.205
0,-0.213,0.609,-0.457,2.64,1.62
0,0.068,-0.078,0.321,0.747,2.364
0,0.162,0.332,0.817,1.758,0.273
1,-0.191,0.584,1.256,2.65,0.874
0,-0.052,0.133,0.179,0.482,2.638
0,0.387,0.648,1.45,1.629,-0.174
0,-0.048,0.091,-0.161,0.853,2.619
0,-0.137,-0.196,-0.502,3.102,0.594
1,0.0,-0.799,2.077,0.534,0.505
0,-0.126,0.326,0.729,0.951,2.954
0,-0.242,-0.676,2.642,1.06,0.466
0,-0.05,0.086,-0.127,0.585,2.975
0,0.106,-0.142,-0.336,2.209,1.067
0,0.12,-0.155,-0.316,2.29,0.718
0,0.0,0.68,0.602,0.588,0.215
1,-0.442,1.384,1.209,2.223,0.493
0,0.0,0.649,1.445,2.023,0.519
1,-0.74,1.29,0.75,1.13,0.298
0,-0.305,-0.627,2.082,1.064,0.264
0,-0.189,0.443,1.006,1.735,0.279
1,1.199,0.726,1.774,1.623,0.705
0,-0.206,0.394,0.522,1.266,1.677
0,0.0,0.674,0.56,0.457,0.136
0,0.692,1.379,1.589,0.454,0.238
0,0.0,-0.265,0.735,0.421,0.11
0,-0.372,0.956,1.895,0.741,0.953
0,-0.084,0.205,-0.345,1.653,0.595
0,0.379,-0.696,2.416,1.011,0.301
0,-0.316,0.879,0.601,3.136,0.626
0,-0.053,0.089,-0.123,0.435,3.294
0,1.379,0.406,-0.364,1.852,1.303
0,0.925,0.928,1.712,0.601,0.359
0,-0.179,0.415,1.114,2.821,0.734
0,-0.275,0.329,0.512,1.599,1.121
0,1.482,-0.484,0.875,2.477,0.529
0,-0.102,-0.157,-0.37,1.882,0.459
1,2.087,2.252,0.745,0.674,0.321
0,-0.225,0.299,-0.414,2.79,0.823
0,0.0,-0.73,2.637,1.209,0.33
0,0.182,0.204,-0.266,1.09,2.441
0,-0.307,-0.632,1.396,1.037,-0.097
0,-0.063,0.194,0.158,0.266,2.756
1,-0.912,1.186,1.687,0.563,0.408
1,1.286,0.632,1.458,0.591,0.2
1,-1.009,1.683,0.707,0.969,0.129
1,0.447,-0.452,-0.428,1.822,0.999
1,1.627,1.434,2.035,0.689,0.36
0,-0.542,1.668,0.93,0.532,0.154
0,0.0,-0.688,2.757,1.079,0.277
0,-0.075,-0.147,0.732,1.03,2.935
0,0.552,0.701,-0.426,2.585,1.157
0,-0.458,0.571,1.4,1.584,0.414
0,1.361,-0.497,-0.677,2.558,0.345
0,0.0,-0.185,-0.46,1.972,0.83
0,0.0,-0.741,0.458,0.331,0.145
0,-1.0,2.327,1.184,0.559,-0.09
0,-0.262,0.434,1.1,1.824,0.413
0,-0.072,0.138,0.207,0.648,1.896
1,0.785,0.884,0.905,0.871,0.334
0,0.185,-0.244,-0.639,2.152,0.773
1,-0.191,-0.52,1.806,1.449,1.2
0,-0.15,0.288,-0.493,2.399,1.21
0,0.915,-0.299,-0.516,2.867,0.733
0,0.0,0.915,1.098,0.489,0.132
1,0.0,1.636,0.865,0.939,0.221
1,0.325,0.638,0.75,0.965,1.37
1,0.831,1.191,0.623,1.125,0.197
0,-0.095,0.27,0.17,-0.273,3.025
0,0.0,0.53,0.893,0.546,0.129
1,1.019,2.053,0.703,0.603,0.223
0,-0.709,1.99,0.783,0.672,0.202
0,-0.641,2.002,1.355,0.612,0.146
1,0.732,0.808,1.336,1.054,1.598
1,-0.635,1.107,1.079,0.695,0.219
0,-0.183,0.572,1.044,2.481,1.351
0,-0.136,-0.282,1.028,1.866,0.928
1,0.0,1.262,0.524,0.526,0.172
0,0.137,0.268,0.629,1.789,0.346
0,0.0,-0.57,0.913,2.454,0.382
1,1.005,-0.439,0.165,0.172,0.121
0,0.394,0.399,0.78,1.626,1.577
1,0.0,0.579,0.458,0.372,0.092
0,-0.205,0.521,-0.821,2.874,0.584
0,-1.017,1.001,1.468,0.5,0.169
0,-0.77,1.854,0.715,0.61,0.179
1,0.0,2.5,0.752,0.443,0.093
0,-0.245,0.7,0.511,0.432,3.287
0,-0.124,-0.18,-0.348,2.407,0.705
1,0.313,-0.638,-0.659,0.901,0.499
1,0.799,0.906,1.809,1.26,0.4
0,0.838,0.719,1.358,0.566,0.359
0,-0.053,-0.072,0.15,-0.317,3.043
0,-0.178,-0.189,0.64,1.998,1.146
1,1.24,0.754,0.408,0.68,0.126
0,1.464,1.072,0.389,0.281,0.158
0,0.32,0.436,1.06,1.607,0.277
1,0.0,1.012,1.7,0.785,0.411
0,0.611,-0.859,2.634,1.027,0.25
0,0.086,-0.115,-0.209,1.57,1.781
1,-0.578,0.391,-0.416,1.529,1.533
0,0.0,1.469,0.724,0.355,0.129
0,0.228,0.455,0.467,0.966,2.726
0,0.0,0.576,-0.545,2.446,0.238
0,0.0,-0.806,2.543,1.31,0.212
1,1.215,-0.813,2.428,0.958,0.225
0,-0.118,-0.238,1.365,1.764,1.674
0,-0.056,0.11,-0.148,1.108,2.242
0,-0.561,2.008,0.812,0.49,0.657
0,0.0,1.574,0.951,0.692,0.244
0,0.105,0.106,0.174,0.483,2.321
0,0.0,-0.665,2.404,1.401,0.342
0,-0.064,0.163,0.143,0.283,2.348
1,1.766,1.696,1.401,0.496,0.31
0,-0.095,-0.138,-0.281,1.809,0.301
1,-0.255,-0.706,2.296,1.37,0.611
0,-0.04,0.068,-0.09,0.66,2.095
0,-0.676,1.944,0.821,0.884,0.161
0,-0.135,0.373,0.513,1.325,2.036
1,-0.572,1.442,0.812,0.51,-0.069
0,0.272,-0.158,-0.358,2.532,1.122
1,1.266,0.343,0.89,0.733,0.202
1,1.676,1.003,-0.372,-0.237,-0.154
0,0.068,0.081,-0.116,-0.254,2.859
0,-0.092,-0.175,-0.326,2.047,0.402
1,1.005,0.838,2.136,1.134,0.278
0,0.619,0.301,-0.42,2.748,1.051
0,0.0,1.139,0.49,0.399,0.116
0,-0.394,-0.812,2.807,1.23,0.27
0,0.0,0.335,0.796,1.282,0.152
0,0.168,0.265,-0.574,2.68,0.982
0,-0.184,-0.469,2.284,1.223,1.199
0,0.357,0.28,0.709,1.639,1.58
1,1.264,1.537,2.121,0.846,0.307
0,-0.313,-0.728,2.949,1.445,0.39
0,1.829,1.385,0.323,0.261,0.1
1,1.151,1.077,1.368,1.518,0.658
0,-0.059,0.114,0.183,-0.285,3.397
0,-0.059,0.152,0.213,-0.211,2.53
0,0.0,-0.965,0.579,0.564,0.102
0,1.05,1.01,1.57,1.526,0.367
0,0.114,0.174,-0.293,1.922,2.061
0,-0.233,0.58,1.624,2.179,0.488
1,0.721,-0.605,2.141,0.764,0.496
1,-0.995,-1.084,-0.509,-0.298,0.171
0,-0.096,0.229,-0.321,1.842,0.441
1,-0.6,1.332,1.025,0.673,0.235
0,0.0,0.965,1.26,0.554,0.114
0,0.0,1.127,0.441,0.446,0.125
0,-0.758,2.156,0.724,0.519,0.191
0,0.786,-0.643,-0.522,0.494,0.134
0,-0.062,0.166,0.222,-0.211,2.451
0,0.086,-0.104,-0.238,1.498,1.151
0,0.0,-0.524,2.289,1.265,0.243
1,-0.19,0.605,1.315,2.779,0.465
0,0.063,0.099,-0.149,0.863,3.027
1,0.381,1.046,1.287,0.931,0.345
0,-0.506,0.961,2.439,0.982,0.192
0,-0.054,0.078,-0.143,-0.319,3.598
0,0.556,0.245,0.354,0.89,2.239
1,-0.58,-1.135,-1.258,-0.709,-0.235
0,-0.517,0.541,1.152,1.291,0.327
0,0.09,-0.097,-0.319,1.42,0.89
0,-0.032,-0.067,0.134,0.619,2.996
0,-0.316,-0.659,2.147,0.854,0.313
0,0.114,0.273,-0.397,2.052,0.308
0,1.049,-0.281,-0.493,2.722,0.715
0,0.0,0.778,0.468,0.475,0.158
0,-0.578,1.937,2.093,0.808,0.412
0,-0.366,-0.798,2.831,1.122,0.325
0,-0.238,-0.372,1.34,1.357,0.223
1,-0.361,1.338,1.77,1.385,0.618
0,1.02,0.426,-0.405,2.476,1.009
0,-0.117,0.272,0.718,2.25,0.71
0,-0.495,1.309,0.9,1.112,0.186
0,-0.063,0.103,-0.204,1.232,2.035
0,-0.234,0.427,0.459,1.275,2.18
0,0.158,-0.173,-0.353,2.457,0.592
1,0.0,1.742,0.731,0.638,-0.266
0,2.261,0.549,0.531,0.639,0.119
0,-0.173,-0.378,1.569,2.348,0.706
0,0.091,-0.114,-0.264,1.18,1.042
1,0.0,0.714,0.888,1.176,0.234
1,0.0,1.026,0.592,0.341,-0.076
0,-0.458,1.262,2.461,0.806,0.325
0,-0.096,-0.161,-0.355,2.226,0.452
0,0.551,-0.536,2.228,1.333,0.277
1,-0.392,-0.819,2.81,0.837,0.226
0,-0.239,-0.281,0.275,0.728,3.496
1,-0.248,0.635,1.717,0.598,1.147
0,0.0,-0.594,1.667,1.16,0.193
0,-0.134,-0.215,0.803,2.71,1.402
0,1.807,-0.607,0.467,0.402,0.167
1,0.872,1.274,2.618,0.832,0.27
0,-0.11,0.286,0.659,1.851,0.24
0,-0.431,1.456,0.617,2.283,0.966
0,0.0,-0.814,2.191,1.017,0.243
1,0.837,0.716,1.446,1.209,1.62
0,-0.147,-0.289,-0.475,2.311,0.36
0,-0.724,1.989,1.436,0.501,0.5
0,-0.323,-0.666,2.727,1.521,0.415
0,0.145,-0.194,-0.549,2.22,0.776
0,-0.229,-0.503,1.726,1.321,0.221
0,1.973,0.874,0.328,0.325,0.121
0,0.738,0.27,-0.308,2.149,1.858
1,-0.398,0.831,0.553,0.455,0.181
0,-0.363,1.123,1.656,0.617,0.402
1,1.207,1.0,1.472,0.875,0.445
0,-0.224,0.853,0.745,2.776,0.947
0,-0.19,0.452,1.523,2.555,0.573
0,1.141,0.983,1.23,1.791,0.6
0,-0.059,0.075,-0.123,0.789,1.103
0,-0.116,0.191,-0.484,2.205,1.877
0,-0.131,-0.287,1.369,0.357,2.938
0,0.0,1.693,1.504,0.573,0.142
1,-0.722,2.099,0.936,0.64,0.149
0,0.0,0.556,0.73,2.62,0.412
0,-0.064,0.172,-0.143,0.529,3.17
0,0.1,-0.106,-0.253,1.834,1.022
0,0.073,0.093,-0.121,0.472,3.042
1,0.428,0.769,1.82,0.258,0.838
1,0.758,0.65,0.755,0.443,0.195
1,-0.178,0.587,1.602,2.242,0.88
0,0.826,0.981,1.141,0.503,0.133
0,-0.047,-0.088,0.333,0.836,1.9
0,0.116,0.107,-0.214,0.966,0.942
1,0.0,-0.501,0.488,1.211,0.46
0,-0.093,0.226,-0.435,1.623,0.273
1,1.006,1.083,0.508,0.991,0.16
1,-0.176,0.369,1.197,2.302,0.959
0,-0.237,0.63,1.211,3.093,0.564
0,1.123,1.145,1.824,1.585,0.243
1,-0.795,1.954,0.942,0.422,0.127
0,-0.102,-0.222,1.173,0.358,3.052
0,-0.41,1.178,2.403,1.121,0.344
0,0.632,0.371,0.949,1.656,1.038
1,0.691,-0.694,2.374,0.681,0.431
0,-0.234,0.827,-0.501,3.003,0.859
1,0.688,1.109,1.385,1.079,0.348
0,0.08,0.113,-0.147,1.019,2.463
0,0.156,-0.205,-0.572,2.215,0.776
0,-0.146,-0.387,1.68,0.448,2.509
0,0.237,0.273,0.67,2.003,0.508
0,0.0,2.012,0.544,0.433,0.103
0,-0.594,1.72,1.327,0.502,-0.053
0,0.071,-0.09,0.154,-0.347,1.906
1,-0.168,0.474,1.053,2.776,1.011
0,-0.1,0.22,-0.35,2.02,0.479
